source_file,source_row_number,record_key,invalid_reasons,processed_at,raw_order_item_id,raw_order_id,raw_product_id,raw_quantity,raw_unit_price
order_items_raw.csv,237,236,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,236,66,91,2,100.61
order_items_raw.csv,238,237,product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,237,6,149,4,222.74
order_items_raw.csv,239,238,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,238,125,29,1,41.51
order_items_raw.csv,240,239,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,239,48,39,3,279.35
order_items_raw.csv,241,239,order_id does not exist in trusted orders; quantity must be greater than zero; duplicate order_item_id '239',2026-08-06T09:37:35.194035Z,239,224,176,0,336.43
order_items_raw.csv,242,241,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,241,151,65,2,271.52
order_items_raw.csv,244,243,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,243,125,129,2,244.56
order_items_raw.csv,245,244,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,244,205,10,1,41.93
order_items_raw.csv,246,245,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,245,210,166,5,341.36
order_items_raw.csv,247,246,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,246,216,122,4,483.93
order_items_raw.csv,248,247,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,247,101,59,4,437.15
order_items_raw.csv,249,248,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,248,133,20,5,183.66
order_items_raw.csv,250,249,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,249,56,80,5,447.52
order_items_raw.csv,251,250,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,250,160,12,5,109.63
order_items_raw.csv,253,252,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,252,100,91,4,160.61
order_items_raw.csv,254,253,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,253,149,124,3,170.22
order_items_raw.csv,255,254,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,254,64,118,1,438.76
order_items_raw.csv,256,255,product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,255,12,162,5,77.19
order_items_raw.csv,257,256,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,256,70,99,2,140.3
order_items_raw.csv,258,257,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,257,68,92,5,286.64
order_items_raw.csv,259,258,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,258,150,36,5,496.13
order_items_raw.csv,260,259,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,259,144,25,1,436.83
order_items_raw.csv,261,260,order_id does not exist in trusted orders; product_id does not exist in trusted products; quantity must be greater than zero,2026-08-06T09:37:35.194035Z,260,163,147,0,319.14
order_items_raw.csv,262,261,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,261,203,73,3,397.56
order_items_raw.csv,263,262,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,262,224,37,2,342.26
order_items_raw.csv,264,263,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,263,196,88,3,371.07
order_items_raw.csv,265,264,order_id does not exist in trusted orders; product_id does not exist in trusted products; quantity must be greater than zero,2026-08-06T09:37:35.194035Z,264,219,163,-2,126.38
order_items_raw.csv,267,266,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,266,172,83,3,442.41
order_items_raw.csv,268,267,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,267,129,95,4,447.63
order_items_raw.csv,269,268,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,268,90,39,2,72.13
order_items_raw.csv,270,269,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,269,228,172,1,229.3
order_items_raw.csv,271,270,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,270,102,146,4,387.31
order_items_raw.csv,272,271,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,271,151,17,2,76.19
order_items_raw.csv,273,272,product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,272,65,187,3,288.09
order_items_raw.csv,274,273,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,273,19,49,3,293.76
order_items_raw.csv,275,274,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,274,150,46,1,155.6
order_items_raw.csv,276,275,order_id does not exist in trusted orders; product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,275,120,92,3,485.42
order_items_raw.csv,277,276,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,276,185,18,4,420.1
order_items_raw.csv,278,277,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,277,45,71,3,449.38
order_items_raw.csv,279,278,product_id does not exist in trusted products,2026-08-06T09:37:35.194035Z,278,6,43,5,315.09
order_items_raw.csv,280,279,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,279,181,6,2,113.07
order_items_raw.csv,281,280,order_id does not exist in trusted orders; quantity must be greater than zero,2026-08-06T09:37:35.194035Z,280,115,52,0,446.96
